,data,latitude,longitude,date
109,0.00038765399949625134,24.0,70.0,2010-01-29
110,0.00038747650493557256,22.0,70.0,2010-01-29
111,0.00038747650493557256,26.0,72.5,2010-01-29
112,0.0003922860196325928,24.0,72.5,2010-01-29
113,0.00038747650493557256,22.0,72.5,2010-01-29
114,0.00038747650493557256,26.0,75.0,2010-01-29
115,0.00038747650493557256,24.0,75.0,2010-01-29
116,0.00038747650493557256,22.0,75.0,2010-01-29
117,0.0003866099868901074,26.0,70.0,2010-01-30
118,0.0003894373367074877,24.0,70.0,2010-01-30
119,0.0003852217341773212,22.0,70.0,2010-01-30
120,0.00038910272996872663,26.0,72.5,2010-01-30
121,0.00038920235238038003,24.0,72.5,2010-01-30
122,0.0003851979854516685,22.0,72.5,2010-01-30
123,0.00038961469545029104,26.0,75.0,2010-01-30
124,0.00039156299317255616,24.0,75.0,2010-01-30
125,0.0003888509818352759,22.0,75.0,2010-01-30
126,0.0003860457460784043,26.0,70.0,2010-01-31
127,0.0003904030018020421,24.0,70.0,2010-01-31
128,0.0003851659712381661,22.0,70.0,2010-01-31
129,0.0003891369851771742,26.0,72.5,2010-01-31
130,0.0003845535102300346,24.0,72.5,2010-01-31
131,0.0003824419982265681,22.0,72.5,2010-01-31
132,0.0003860457460784043,26.0,75.0,2010-01-31
133,0.0003860457460784043,24.0,75.0,2010-01-31
134,0.0003845730097964406,22.0,75.0,2010-01-31
135,0.0003890570078510791,26.0,70.0,2010-02-01
136,0.00039107902557589114,24.0,70.0,2010-02-01
137,0.00038834367296658456,22.0,70.0,2010-02-01
138,0.00038677951670251787,26.0,72.5,2010-02-01
139,0.00038773048436269164,24.0,72.5,2010-02-01
140,0.0003897780261468142,22.0,72.5,2010-02-01
141,0.0003877696581184864,26.0,75.0,2010-02-01
142,0.00038746700738556683,24.0,75.0,2010-02-01
143,0.000386701402021572,22.0,75.0,2010-02-01
144,0.0003895849804393947,26.0,70.0,2010-02-02
145,0.0003907729987986386,24.0,70.0,2010-02-02
146,0.00038549647433683276,22.0,70.0,2010-02-02
147,0.000388821994420141,26.0,72.5,2010-02-02
148,0.0003888338937291077,24.0,72.5,2010-02-02
149,0.0003868073399644345,22.0,72.5,2010-02-02
150,0.00039163947803899646,26.0,75.0,2010-02-02
151,0.0003888338937291077,24.0,75.0,2010-02-02
152,0.00038871399010531604,22.0,75.0,2010-02-02
153,0.00039019283819167566,26.0,70.0,2010-02-03
154,0.00039375200867652893,24.0,70.0,2010-02-03
155,0.00039019283819167566,22.0,70.0,2010-02-03
156,0.00039019283819167566,26.0,72.5,2010-02-03
157,0.0003929500235244632,24.0,72.5,2010-02-03
158,0.00038791901897639036,22.0,72.5,2010-02-03
159,0.0003924790071323514,26.0,75.0,2010-02-03
160,0.00038803298957645893,24.0,75.0,2010-02-03
161,0.00038602398126386106,22.0,75.0,2010-02-03
162,0.0003912620013579726,26.0,70.0,2010-02-04
163,0.00038919199141673744,24.0,70.0,2010-02-04
164,0.00038538125227205455,22.0,70.0,2010-02-04
165,0.0003884726029355079,26.0,72.5,2010-02-04
166,0.00038851998397149146,24.0,72.5,2010-02-04
167,0.00038637049146927893,22.0,72.5,2010-02-04
168,0.0003925226628780365,26.0,75.0,2010-02-04
169,0.0003906897618435323,24.0,75.0,2010-02-04
170,0.0003882520250044763,22.0,75.0,2010-02-04
171,0.0003870799846481532,26.0,70.0,2010-02-05
172,0.0003870799846481532,24.0,70.0,2010-02-05
173,0.0003870799846481532,22.0,70.0,2010-02-05
174,0.0003870799846481532,26.0,72.5,2010-02-05
175,0.0003870799846481532,24.0,72.5,2010-02-05
176,0.0003870799846481532,22.0,72.5,2010-02-05
177,0.0003870799846481532,26.0,75.0,2010-02-05
178,0.0003870799846481532,24.0,75.0,2010-02-05
179,0.0003870799846481532,22.0,75.0,2010-02-05
180,0.0003897809947375208,26.0,70.0,2010-02-06
181,0.0003830479981843382,24.0,70.0,2010-02-06
182,0.0003843225131276995,22.0,70.0,2010-02-06
183,0.0003889183863066137,26.0,72.5,2010-02-06
184,0.00038487964775413275,24.0,72.5,2010-02-06
185,0.000385885126888752,22.0,72.5,2010-02-06
186,0.00038942237733863294,26.0,75.0,2010-02-06
187,0.0003878620045725256,24.0,75.0,2010-02-06
188,0.00038637701072730124,22.0,75.0,2010-02-06
189,0.0003947612623913954,26.0,70.0,2010-02-07
190,0.00039440920802669344,24.0,70.0,2010-02-07
191,0.0003944361200065989,22.0,70.0,2010-02-07
192,0.00039483844287175414,26.0,72.5,2010-02-07
193,0.0003943930827262977,24.0,72.5,2010-02-07
194,0.00039421040663063426,22.0,72.5,2010-02-07
195,0.0003949204984706043,26.0,75.0,2010-02-07
196,0.0003946420536513653,24.0,75.0,2010-02-07
197,0.00039416938481477676,22.0,75.0,2010-02-07
198,0.0003894406739467134,26.0,70.0,2010-02-08
199,0.0003911420062649995,24.0,70.0,2010-02-08
200,0.00039110801299102604,22.0,70.0,2010-02-08
201,0.0003894406739467134,26.0,72.5,2010-02-08
202,0.00038607200258411467,24.0,72.5,2010-02-08
203,0.0003894406739467134,22.0,72.5,2010-02-08
204,0.0003894406739467134,26.0,75.0,2010-02-08
205,0.0003894406739467134,24.0,75.0,2010-02-08
206,0.0003894406739467134,22.0,75.0,2010-02-08
207,0.0003922094183508307,26.0,70.0,2010-02-09
208,0.00039227251545526087,24.0,70.0,2010-02-09
209,0.00039081499562598765,22.0,70.0,2010-02-09
210,0.0003926409990526736,26.0,72.5,2010-02-09
211,0.00039114299579523504,24.0,72.5,2010-02-09
212,0.0003922094183508307,22.0,72.5,2010-02-09
213,0.0003957820008508861,26.0,75.0,2010-02-09
214,0.0003906030033249408,24.0,75.0,2010-02-09
215,0.0003922094183508307,22.0,75.0,2010-02-09
216,0.0003889897987911744,26.0,70.0,2010-02-10
217,0.0003889897987911744,24.0,70.0,2010-02-10
218,0.00038975500501692295,22.0,70.0,2010-02-10
219,0.0003909530059900135,26.0,72.5,2010-02-10
220,0.0003914927365258336,24.0,72.5,2010-02-10
221,0.00038794465945102274,22.0,72.5,2010-02-10
222,0.0003917645080946386,26.0,75.0,2010-02-10
223,0.0003885546757373959,24.0,75.0,2010-02-10
224,0.0003824640007223934,22.0,75.0,2010-02-10
225,0.000389845875490989,26.0,70.0,2010-02-11
226,0.000389845875490989,24.0,70.0,2010-02-11
227,0.0003910524828825146,22.0,70.0,2010-02-11
228,0.00038827999378554523,26.0,72.5,2010-02-11
229,0.00039135501720011234,24.0,72.5,2010-02-11
230,0.0003882604942191392,22.0,72.5,2010-02-11
231,0.0003902726748492569,26.0,75.0,2010-02-11
232,0.00039261498022824526,24.0,75.0,2010-02-11
233,0.0003870854852721095,22.0,75.0,2010-02-11
234,0.0003900819108821452,26.0,70.0,2010-02-12
235,0.0003900819108821452,24.0,70.0,2010-02-12
236,0.0003900819108821452,22.0,70.0,2010-02-12
237,0.0003900819108821452,26.0,72.5,2010-02-12
238,0.00039138502324931324,24.0,72.5,2010-02-12
239,0.0003926950157620013,22.0,72.5,2010-02-12
240,0.00039157751598395407,26.0,75.0,2010-02-12
241,0.0003872840024996549,24.0,75.0,2010-02-12
242,0.00038746799691580236,22.0,75.0,2010-02-12
243,0.00039040239062160254,26.0,70.0,2010-02-13
244,0.0003897039735290621,24.0,70.0,2010-02-13
245,0.0003897039735290621,22.0,70.0,2010-02-13
246,0.00039024799480102956,26.0,72.5,2010-02-13
247,0.0003934339911211282,24.0,72.5,2010-02-13
248,0.0003920552262570709,22.0,72.5,2010-02-13
249,0.0003875262336805463,26.0,75.0,2010-02-13
250,0.00038570148171857,24.0,75.0,2010-02-13
251,0.00038856049650348723,22.0,75.0,2010-02-13
252,0.00038760050665587187,26.0,70.0,2010-02-14
253,0.00038958588265813887,24.0,70.0,2010-02-14
254,0.0003887699858751148,22.0,70.0,2010-02-14
255,0.0003918200090993196,26.0,72.5,2010-02-14
256,0.00038958588265813887,24.0,72.5,2010-02-14
257,0.00038958588265813887,22.0,72.5,2010-02-14
258,0.00039015302900224924,26.0,75.0,2010-02-14
259,0.00038958588265813887,24.0,75.0,2010-02-14
260,0.00038958588265813887,22.0,75.0,2010-02-14
261,0.00039276748429983854,26.0,70.0,2010-02-15
262,0.00039114299579523504,24.0,70.0,2010-02-15
263,0.00039200601167976856,22.0,70.0,2010-02-15
264,0.0003938299778383225,26.0,72.5,2010-02-15
265,0.0003916239948011935,24.0,72.5,2010-02-15
266,0.00039114701212383807,22.0,72.5,2010-02-15
267,0.0003903299802914262,26.0,75.0,2010-02-15
268,0.0003917620051652193,24.0,75.0,2010-02-15
269,0.0003918261827493552,22.0,75.0,2010-02-15
270,0.00039323102100752294,26.0,70.0,2010-02-16
271,0.00039006180595606564,24.0,70.0,2010-02-16
272,0.0003883680037688464,22.0,70.0,2010-02-16
273,0.0003887049970217049,26.0,72.5,2010-02-16
274,0.00039130100049078465,24.0,72.5,2010-02-16
275,0.00039006180595606564,22.0,72.5,2010-02-16
276,0.00039006180595606564,26.0,75.0,2010-02-16
277,0.0003887040074914694,24.0,75.0,2010-02-16
278,0.00039006180595606564,22.0,75.0,2010-02-16
279,0.00038683100137859583,26.0,70.0,2010-02-17
280,0.0003901715050839509,24.0,70.0,2010-02-17
281,0.0003901715050839509,22.0,70.0,2010-02-17
282,0.0003876810078509152,26.0,72.5,2010-02-17
283,0.00039373899926431477,24.0,72.5,2010-02-17
284,0.0003887309867423028,22.0,72.5,2010-02-17
285,0.00039205802022479475,26.0,75.0,2010-02-17
286,0.0003901715050839509,24.0,75.0,2010-02-17
287,0.00039198901504278183,22.0,75.0,2010-02-17
288,0.0003901579766534269,26.0,70.0,2010-02-18
289,0.0003891780215781182,24.0,70.0,2010-02-18
290,0.0003895977628417313,22.0,70.0,2010-02-18
291,0.00039108333294279873,26.0,72.5,2010-02-18
292,0.00039033699431456625,24.0,72.5,2010-02-18
293,0.0003895977628417313,22.0,72.5,2010-02-18
294,0.00038723248871974647,26.0,75.0,2010-02-18
295,0.0003895977628417313,24.0,75.0,2010-02-18
296,0.0003895977628417313,22.0,75.0,2010-02-18
297,0.00038906250847503543,26.0,70.0,2010-02-19
298,0.00038906250847503543,24.0,70.0,2010-02-19
299,0.00038906250847503543,22.0,70.0,2010-02-19
300,0.00038906250847503543,26.0,72.5,2010-02-19
301,0.00038906250847503543,24.0,72.5,2010-02-19
302,0.00038906250847503543,22.0,72.5,2010-02-19
303,0.0003895660047419369,26.0,75.0,2010-02-19
304,0.00038989351014606655,24.0,75.0,2010-02-19
305,0.0003877280105371028,22.0,75.0,2010-02-19
306,0.000389738503145054,26.0,70.0,2010-02-20
307,0.0003903106553480029,24.0,70.0,2010-02-20
308,0.00039009199826978147,22.0,70.0,2010-02-20
309,0.0003909819934051484,26.0,72.5,2010-02-20
310,0.0003903399920091033,24.0,72.5,2010-02-20
311,0.00038719800068065524,22.0,72.5,2010-02-20
312,0.0003888093342538923,26.0,75.0,2010-02-20
313,0.00038950564339756966,24.0,75.0,2010-02-20
314,0.00039007997838780284,22.0,75.0,2010-02-20
315,0.0003947612623913954,26.0,70.0,2010-02-21
316,0.00039440920802669344,24.0,70.0,2010-02-21
317,0.0003944361200065989,22.0,70.0,2010-02-21
318,0.00039483844287175414,26.0,72.5,2010-02-21
319,0.0003943930827262977,24.0,72.5,2010-02-21
320,0.00039421040663063426,22.0,72.5,2010-02-21
321,0.0003949204984706043,26.0,75.0,2010-02-21
322,0.0003946420536513653,24.0,75.0,2010-02-21
323,0.00039416938481477676,22.0,75.0,2010-02-21
324,0.0003896176640409976,26.0,70.0,2010-02-22
325,0.0003903052129317075,24.0,70.0,2010-02-22
326,0.00039008198655210435,22.0,70.0,2010-02-22
327,0.00038914199103601277,26.0,72.5,2010-02-22
328,0.000389880413422361,24.0,72.5,2010-02-22
329,0.00039099561399780214,22.0,72.5,2010-02-22
330,0.0003941610048059374,26.0,75.0,2010-02-22
331,0.00038741432945244014,24.0,75.0,2010-02-22
332,0.00039013949572108686,22.0,75.0,2010-02-22
333,0.0003920960007235408,26.0,70.0,2010-02-23
334,0.00039105676114559174,24.0,70.0,2010-02-23
335,0.00039270258275792,22.0,70.0,2010-02-23
336,0.00039270258275792,26.0,72.5,2010-02-23
337,0.00039270258275792,24.0,72.5,2010-02-23
338,0.00039270258275792,22.0,72.5,2010-02-23
339,0.00039495498640462756,26.0,75.0,2010-02-23
340,0.00039270258275792,24.0,75.0,2010-02-23
341,0.00039270258275792,22.0,75.0,2010-02-23
342,0.0003909780061803758,26.0,70.0,2010-02-24
343,0.00038978797965683043,24.0,70.0,2010-02-24
344,0.00038958064396865666,22.0,70.0,2010-02-24
345,0.00038801360642537475,26.0,72.5,2010-02-24
346,0.0003856662369798869,24.0,72.5,2010-02-24
347,0.0003884884645231068,22.0,72.5,2010-02-24
348,0.00039125335752032697,26.0,75.0,2010-02-24
349,0.00038812830462120473,24.0,75.0,2010-02-24
350,0.0003902970056515187,22.0,75.0,2010-02-24
351,0.00039040649426169693,26.0,70.0,2010-02-25
352,0.0003928466758225113,24.0,70.0,2010-02-25
353,0.0003913532418664545,22.0,70.0,2010-02-25
354,0.0003902320167981088,26.0,72.5,2010-02-25
355,0.00039197399746626616,24.0,72.5,2010-02-25
356,0.00039175202255137265,22.0,72.5,2010-02-25
357,0.0003917766360765589,26.0,75.0,2010-02-25
358,0.00039387200376950204,24.0,75.0,2010-02-25
359,0.0003917766360765589,22.0,75.0,2010-02-25
360,0.00039508400368504226,26.0,70.0,2010-02-26
361,0.00039040783303789794,24.0,70.0,2010-02-26
362,0.00038746700738556683,22.0,70.0,2010-02-26
363,0.00039298299816437066,26.0,72.5,2010-02-26
364,0.0003897234855685383,24.0,72.5,2010-02-26
365,0.0003897286660503596,22.0,72.5,2010-02-26
366,0.0003908460203092545,26.0,75.0,2010-02-26
367,0.0003893690009135753,24.0,75.0,2010-02-26
368,0.0003880614822264761,22.0,75.0,2010-02-26
369,0.0003899423879504736,26.0,70.0,2010-02-27
370,0.0003899423879504736,24.0,70.0,2010-02-27
371,0.0003901445015799254,22.0,70.0,2010-02-27
372,0.00039193499833345413,26.0,72.5,2010-02-27
373,0.00039130798541009426,24.0,72.5,2010-02-27
374,0.0003873042296618223,22.0,72.5,2010-02-27
375,0.0003922895120922476,26.0,75.0,2010-02-27
376,0.0003899599832948297,24.0,75.0,2010-02-27
377,0.0003866555052809417,22.0,75.0,2010-02-27
378,0.0003905420162482187,26.0,70.0,2010-02-28
379,0.0003905420162482187,24.0,70.0,2010-02-28
380,0.0003905420162482187,22.0,70.0,2010-02-28
381,0.0003905420162482187,26.0,72.5,2010-02-28
382,0.0003905420162482187,24.0,72.5,2010-02-28
383,0.0003905420162482187,22.0,72.5,2010-02-28
384,0.0003938540176022798,26.0,75.0,2010-02-28
385,0.00038723001489415765,24.0,75.0,2010-02-28
386,0.0003905420162482187,22.0,75.0,2010-02-28
387,0.0003895316258422099,26.0,70.0,2010-03-01
388,0.0003895316258422099,24.0,70.0,2010-03-01
389,0.00039096499676816165,22.0,70.0,2010-03-01
390,0.0003895316258422099,26.0,72.5,2010-03-01
391,0.0003895316258422099,24.0,72.5,2010-03-01
392,0.0003895316258422099,22.0,72.5,2010-03-01
393,0.00038745050551369786,26.0,75.0,2010-03-01
394,0.00039173700497485697,24.0,75.0,2010-03-01
395,0.00038797399611212313,22.0,75.0,2010-03-01
396,0.0003947612623913954,26.0,70.0,2010-03-02
397,0.00039440920802669344,24.0,70.0,2010-03-02
398,0.0003944361200065989,22.0,70.0,2010-03-02
399,0.00039483844287175414,26.0,72.5,2010-03-02
400,0.0003943930827262977,24.0,72.5,2010-03-02
401,0.00039421040663063426,22.0,72.5,2010-03-02
402,0.0003949204984706043,26.0,75.0,2010-03-02
403,0.0003946420536513653,24.0,75.0,2010-03-02
404,0.00039416938481477676,22.0,75.0,2010-03-02
405,0.00039191197720356286,26.0,70.0,2010-03-03
406,0.00039071383071132004,24.0,70.0,2010-03-03
407,0.00039071383071132004,22.0,70.0,2010-03-03
408,0.00039071383071132004,26.0,72.5,2010-03-03
409,0.00039071383071132004,24.0,72.5,2010-03-03
410,0.00038919501821510494,22.0,72.5,2010-03-03
411,0.00039071383071132004,26.0,75.0,2010-03-03
412,0.00039071383071132004,24.0,75.0,2010-03-03
413,0.00039103449671529233,22.0,75.0,2010-03-03
414,0.0003934740088880062,26.0,70.0,2010-03-04
415,0.0003885972546413541,24.0,70.0,2010-03-04
416,0.0003896373382303864,22.0,70.0,2010-03-04
417,0.00038582499837502837,26.0,72.5,2010-03-04
418,0.0003899354293632011,24.0,72.5,2010-03-04
419,0.00038837597821839154,22.0,72.5,2010-03-04
420,0.0003899354293632011,26.0,75.0,2010-03-04
421,0.0003899354293632011,24.0,75.0,2010-03-04
422,0.0003937029978260398,22.0,75.0,2010-03-04
423,0.0003896361740771681,26.0,70.0,2010-03-05
424,0.0003896361740771681,24.0,70.0,2010-03-05
425,0.0003930389939341694,22.0,70.0,2010-03-05
426,0.0003896361740771681,26.0,72.5,2010-03-05
427,0.0003896361740771681,24.0,72.5,2010-03-05
428,0.0003896361740771681,22.0,72.5,2010-03-05
429,0.0003896361740771681,26.0,75.0,2010-03-05
430,0.00038665751344524324,24.0,75.0,2010-03-05
431,0.00038921201485209167,22.0,75.0,2010-03-05
432,0.0003902360040228814,26.0,70.0,2010-03-06
433,0.0003923659969586879,24.0,70.0,2010-03-06
434,0.00039053731182190986,22.0,70.0,2010-03-06
435,0.0003923900076188147,26.0,72.5,2010-03-06
436,0.0003938460140489042,24.0,72.5,2010-03-06
437,0.0003886990016326308,22.0,72.5,2010-03-06
438,0.0003890886437147856,26.0,75.0,2010-03-06
439,0.00039053731182190986,24.0,75.0,2010-03-06
440,0.00038713551475666463,22.0,75.0,2010-03-06
441,0.00038889088318683207,26.0,70.0,2010-03-07
442,0.00038889088318683207,24.0,70.0,2010-03-07
443,0.00038889088318683207,22.0,70.0,2010-03-07
444,0.00038889088318683207,26.0,72.5,2010-03-07
445,0.00038731101085431874,24.0,72.5,2010-03-07
446,0.00038889088318683207,22.0,72.5,2010-03-07
447,0.0003882376477122307,26.0,75.0,2010-03-07
448,0.00038889088318683207,24.0,75.0,2010-03-07
449,0.0003911239909939468,22.0,75.0,2010-03-07
450,0.000391476001823321,26.0,70.0,2010-03-08
451,0.0003935215063393116,24.0,70.0,2010-03-08
452,0.0003917499852832407,22.0,70.0,2010-03-08
453,0.00039135501720011234,26.0,72.5,2010-03-08
454,0.0003911920066457242,24.0,72.5,2010-03-08
455,0.0003917256944987457,22.0,72.5,2010-03-08
456,0.000391701003536582,26.0,75.0,2010-03-08
457,0.0003919775190297514,24.0,75.0,2010-03-08
458,0.0003908325161319226,22.0,75.0,2010-03-08
459,0.0003947612623913954,26.0,70.0,2010-03-09
460,0.00039440920802669344,24.0,70.0,2010-03-09
461,0.0003944361200065989,22.0,70.0,2010-03-09
462,0.00039483844287175414,26.0,72.5,2010-03-09
463,0.0003943930827262977,24.0,72.5,2010-03-09
464,0.00039421040663063426,22.0,72.5,2010-03-09
465,0.0003949204984706043,26.0,75.0,2010-03-09
466,0.0003946420536513653,24.0,75.0,2010-03-09
467,0.00039416938481477676,22.0,75.0,2010-03-09
468,0.0003878080169670284,26.0,70.0,2010-03-10
469,0.00038949801819399,24.0,70.0,2010-03-10
470,0.0003838895063381642,22.0,70.0,2010-03-10
471,0.00039198831655085087,26.0,72.5,2010-03-10
472,0.00038953134207986295,24.0,72.5,2010-03-10
473,0.0003893490065820515,22.0,72.5,2010-03-10
474,0.00039259935147129,26.0,75.0,2010-03-10
475,0.0003896825073752552,24.0,75.0,2010-03-10
476,0.00039143601316027343,22.0,75.0,2010-03-10
477,0.00038477551424875855,26.0,70.0,2010-03-11
478,0.00039004950667731464,24.0,70.0,2010-03-11
479,0.0003874125104630366,22.0,70.0,2010-03-11
480,0.0003874125104630366,26.0,72.5,2010-03-11
481,0.0003874125104630366,24.0,72.5,2010-03-11
482,0.0003874125104630366,22.0,72.5,2010-03-11
483,0.0003874125104630366,26.0,75.0,2010-03-11
484,0.0003874125104630366,24.0,75.0,2010-03-11
485,0.0003874125104630366,22.0,75.0,2010-03-11
486,0.00038625451270490885,26.0,70.0,2010-03-12
487,0.000385295512387529,24.0,70.0,2010-03-12
488,0.0003907950012944639,22.0,70.0,2010-03-12
489,0.00038450249121524394,26.0,72.5,2010-03-12
490,0.0003869679931085557,24.0,72.5,2010-03-12
491,0.0003841780126094818,22.0,72.5,2010-03-12
492,0.0003874026006087661,26.0,75.0,2010-03-12
493,0.0003864270111080259,24.0,75.0,2010-03-12
494,0.00039293599547818303,22.0,75.0,2010-03-12
495,0.000388076005037874,26.0,70.0,2010-03-13
496,0.0003874480025842786,24.0,70.0,2010-03-13
497,0.00038784000207670033,22.0,70.0,2010-03-13
498,0.0003876013506669551,26.0,72.5,2010-03-13
499,0.00038197298999875784,24.0,72.5,2010-03-13
500,0.00039028949686326087,22.0,72.5,2010-03-13
501,0.0003818800032604486,26.0,75.0,2010-03-13
502,0.0003864439786411822,24.0,75.0,2010-03-13
503,0.0003864439786411822,22.0,75.0,2010-03-13
504,0.00039419298991560936,26.0,70.0,2010-03-14
505,0.00038645852691843174,24.0,70.0,2010-03-14
506,0.000390974513720721,22.0,70.0,2010-03-14
507,0.000381538993678987,26.0,72.5,2010-03-14
508,0.0003826795145869255,24.0,72.5,2010-03-14
509,0.00038435301394201815,22.0,72.5,2010-03-14
510,0.00038619665428996086,26.0,75.0,2010-03-14
511,0.00038422102807089686,24.0,75.0,2010-03-14
512,0.0003875115071423352,22.0,75.0,2010-03-14
513,0.000391784415114671,26.0,70.0,2010-03-15
514,0.0003869500069413334,24.0,70.0,2010-03-15
515,0.0003899738658219576,22.0,70.0,2010-03-15
516,0.00038529722951352596,26.0,72.5,2010-03-15
517,0.0003888118080794811,24.0,72.5,2010-03-15
