,co2,longitude,latitude,time
417,378.212,-46.417118,-5.311411,2009-04-21 16:02:16.014497
418,381.35248,-49.79505,-14.470359,2009-04-21 16:04:38.713864
419,382.13162,-52.69914,-13.8610525,2009-04-21 16:04:47.632946
420,382.1569,-54.159485,-13.602771,2009-04-21 16:04:52.091783
421,383.9715,-53.004467,-15.222195,2009-04-21 16:05:01.009820
422,383.2333,-50.08427,-15.819869,2009-04-21 16:05:09.928339
423,383.75455,-53.31594,-16.568924,2009-04-21 16:05:32.226468
424,382.5016,-55.768932,-20.379156,2009-04-21 16:06:25.738469
425,384.4162,-54.27042,-20.633274,2009-04-21 16:06:30.197186
426,382.01764,-52.759857,-20.920868,2009-04-21 16:06:34.657552
427,381.39746,-51.251427,-21.237665,2009-04-21 16:06:39.116268
428,382.19388,-49.74316,-21.578188,2009-04-21 16:06:43.575669
429,382.84528,-50.009552,-22.968428,2009-04-21 16:06:48.034385
430,384.66412,-51.548565,-22.602093,2009-04-21 16:06:52.494792
431,384.29654,-53.073956,-22.276836,2009-04-21 16:06:56.953991
432,383.85037,-54.599815,-21.978247,2009-04-21 16:07:01.413874
433,382.37286,-56.130547,-21.703955,2009-04-21 16:07:05.872027
434,384.34717,-56.460514,-23.07638,2009-04-21 16:07:10.331991
435,382.98993,-53.39132,-23.62837,2009-04-21 16:07:19.250068
436,381.53455,-51.851315,-23.946205,2009-04-21 16:07:23.709187
437,382.04352,-53.71359,-24.980124,2009-04-21 16:07:41.546386
438,383.11194,-56.835552,-24.398924,2009-04-21 16:07:50.465469
439,385.72745,-57.179714,-25.7684,2009-04-21 16:07:54.925875
440,380.07977,-54.07713,-33.41197,2009-04-21 16:09:50.868557
441,382.67633,-55.76894,-33.07253,2009-04-21 16:09:55.327274
442,390.54095,-26.84991,82.13596,2009-04-21 17:16:17.570611
443,398.01657,-32.603416,81.04774,2009-04-21 17:16:22.029287
444,395.35022,-24.831463,78.221596,2009-04-21 17:16:53.244929
445,397.36908,-37.19966,79.93779,2009-04-21 17:17:02.164012
446,400.1851,-40.8032,78.73742,2009-04-21 17:17:06.623211
447,384.69376,-28.225483,75.20093,2009-04-21 17:17:33.379493
448,394.97366,-35.890026,74.99141,2009-04-21 17:18:00.135776
449,390.99298,-43.28862,74.50914,2009-04-21 17:18:26.891454
450,395.30368,-50.157078,73.75686,2009-04-21 17:18:35.810577
451,399.67343,-40.975403,72.64261,2009-04-21 17:18:44.729660
452,397.99414,-47.26093,72.02715,2009-04-21 17:19:11.484976
453,394.12024,-44.906143,70.20221,2009-04-21 17:19:29.323182
454,392.9904,-46.555645,68.9564,2009-04-21 17:19:51.620667
455,399.5887,-46.118263,65.83755,2009-04-21 17:20:31.754265
456,398.39615,-47.477264,64.57833,2009-04-21 17:21:02.969908
457,391.52594,-45.8273,62.663998,2009-04-21 17:21:11.890076
458,401.62262,-61.950817,56.68396,2009-04-21 17:23:43.508083
459,407.6727,-58.201916,53.3907,2009-04-21 17:24:19.183488
460,412.32944,-60.552742,53.742546,2009-04-21 17:24:23.641561
461,398.6018,-62.956284,54.012775,2009-04-21 17:24:28.101565
462,405.3242,-63.39495,52.654854,2009-04-21 17:24:32.560764
463,408.55908,-61.09105,52.410404,2009-04-21 17:24:37.020688
464,406.01117,-58.812397,52.064693,2009-04-21 17:24:41.478761
465,402.46924,-59.392914,50.737316,2009-04-21 17:25:03.776367
466,403.50748,-61.61057,51.075714,2009-04-21 17:25:08.235083
467,399.348,-63.87408,51.334778,2009-04-21 17:25:12.695489
468,398.96628,-57.83967,48.993275,2009-04-21 17:25:30.532689
469,390.46872,-55.78729,48.503956,2009-04-21 17:25:34.991888
470,388.45822,-72.63566,14.85527,2009-04-21 17:34:56.873089
471,382.88998,-27.750805,79.479,2009-04-21 18:54:01.760368
472,391.7401,-34.126595,78.82076,2009-04-21 18:54:15.139495
473,402.9248,-38.427986,80.03578,2009-04-21 18:54:19.598574
474,384.5315,-57.152164,81.05006,2009-04-21 18:54:32.977137
475,397.68317,-50.071465,80.19875,2009-04-21 18:54:37.435773
476,396.09055,-44.349255,79.17574,2009-04-21 18:54:41.896179
477,400.25845,-49.375637,78.223656,2009-04-21 18:55:04.193142
478,396.3597,-55.018417,79.15683,2009-04-21 18:55:08.652462
479,394.41147,-65.354355,78.73869,2009-04-21 18:55:17.571584
480,391.96973,-59.090572,78.05666,2009-04-21 18:55:22.030261
481,393.7862,-48.857853,74.16298,2009-04-21 18:55:39.867943
482,391.46448,-62.5027,76.90658,2009-04-21 18:55:53.246989
483,389.48404,-52.26726,73.155304,2009-04-21 18:56:20.003271
484,390.38348,-55.15273,72.09869,2009-04-21 18:56:24.462431
485,384.98907,-77.63281,71.183304,2009-04-21 18:57:31.354524
486,394.8412,-73.43541,70.76791,2009-04-21 18:57:35.813683
487,394.71158,-67.553024,68.31071,2009-04-21 18:57:58.110806
488,379.1924,-71.102646,68.95872,2009-04-21 18:58:02.569965
489,390.01904,-76.187164,68.20648,2009-04-21 18:58:20.408211
490,394.01288,-72.58354,67.70121,2009-04-21 18:58:24.868617
491,390.5889,-91.50379,40.58585,2009-04-21 19:06:22.027164
492,389.79755,-91.81871,39.2169,2009-04-21 19:06:26.487570
493,386.07437,-90.013374,38.99882,2009-04-21 19:06:30.946769
494,390.11624,-90.38255,37.65379,2009-04-21 19:07:02.162975
495,392.54626,-90.73746,36.305775,2009-04-21 19:07:15.540291
496,390.0901,-89.00207,36.011936,2009-04-21 19:07:20.000174
497,382.38968,-87.29108,35.652836,2009-04-21 19:07:24.459374
498,388.54303,-85.60878,35.229053,2009-04-21 19:07:28.919780
499,387.14264,-87.69324,34.312172,2009-04-21 19:07:37.837776
500,390.89188,-89.38106,34.66549,2009-04-21 19:07:42.297579
501,391.36874,-91.09033,34.958305,2009-04-21 19:07:46.756859
502,389.65796,-92.8222,35.191452,2009-04-21 19:07:51.216662
503,388.10306,-93.11357,33.818787,2009-04-21 19:07:55.677068
504,390.35995,-91.76949,32.25766,2009-04-21 19:08:31.351387
505,390.95877,-93.446884,32.49011,2009-04-21 19:08:35.810586
506,387.48846,-93.72989,31.115063,2009-04-21 19:08:40.270469
507,389.71317,-92.09665,30.905426,2009-04-21 19:08:44.729669
508,387.56152,-90.46604,30.61912,2009-04-21 19:08:49.189552
509,389.07172,-90.81288,29.268232,2009-04-21 19:09:11.485991
510,388.03195,-96.62369,17.571135,2009-04-21 19:12:23.242867
511,388.9684,-97.182274,14.857392,2009-04-21 19:13:07.836791
512,390.3764,-98.03608,10.809855,2009-04-21 19:14:32.565883
513,386.90363,-98.29383,9.430044,2009-04-21 19:14:37.025766
514,387.82333,-98.591835,8.0959,2009-04-21 19:15:17.160370
515,386.0738,-97.728836,5.1446023,2009-04-21 19:15:57.295055
516,384.69534,-29.016489,79.06249,2009-04-21 20:30:52.485559
517,389.92126,-29.118425,80.528305,2009-04-21 20:30:56.945000
518,398.95755,-37.366985,80.35406,2009-04-21 20:31:28.162010
519,395.62003,-36.275063,78.9175,2009-04-21 20:31:32.620083
520,388.41428,-45.10841,79.9998,2009-04-21 20:31:41.539166
521,392.62625,-56.056217,80.77473,2009-04-21 20:32:08.295528
522,388.61362,-55.34895,77.52083,2009-04-21 20:32:21.674977
523,390.1352,-62.978252,80.03375,2009-04-21 20:32:30.594100
524,387.57242,-64.35234,78.03743,2009-04-21 20:32:57.350342
525,393.37772,-60.758297,76.81691,2009-04-21 20:33:01.809622
526,390.81516,-69.26822,77.16612,2009-04-21 20:33:10.728704
527,393.38608,-79.56379,79.155174,2009-04-21 20:33:19.647746
528,395.8783,-83.62823,78.057526,2009-04-21 20:33:33.026712
529,390.7721,-87.053246,76.902794,2009-04-21 20:34:04.242314
530,390.37622,-89.92465,75.71974,2009-04-21 20:34:17.620717
531,396.59552,-84.985466,74.98984,2009-04-21 20:34:22.080480
532,391.28845,-79.7014,72.09576,2009-04-21 20:34:35.459003
533,394.21045,-83.47591,73.02738,2009-04-21 20:34:39.918122
534,393.99188,-94.5004,73.27682,2009-04-21 20:35:02.216251
535,392.16214,-88.286095,70.709465,2009-04-21 20:35:24.512609
536,393.16376,-93.99929,70.201164,2009-04-21 20:35:51.269897
537,396.12787,-104.842735,62.999878,2009-04-21 20:38:00.595126
538,392.7451,-96.20106,61.410183,2009-04-21 20:38:13.972362
539,392.46835,-100.00133,60.750515,2009-04-21 20:38:22.892491
540,395.11624,-102.77957,61.274208,2009-04-21 20:38:27.352454
541,394.66928,-109.28017,60.65879,2009-04-21 20:38:40.729690
542,397.875,-107.16519,59.050873,2009-04-21 20:39:16.405055
543,368.87808,-103.5349,55.57826,2009-04-21 20:39:52.081466
544,392.51904,-105.97035,56.033363,2009-04-21 20:39:56.540866
545,389.40918,-102.757,52.429134,2009-04-21 20:40:32.217277
546,390.69598,-105.00126,52.95669,2009-04-21 20:40:36.676476
547,391.35052,-103.523994,51.12391,2009-04-21 20:41:12.351881
548,388.9316,-111.19425,49.73933,2009-04-21 20:41:43.568449
549,388.33337,-105.47808,47.18577,2009-04-21 20:42:01.406695
550,387.87665,-109.56889,48.074245,2009-04-21 20:42:10.325777
551,389.6269,-111.67154,48.40038,2009-04-21 20:42:14.783971
552,386.79883,-114.186775,47.29085,2009-04-21 20:42:23.704059
553,389.50485,-112.12294,47.06465,2009-04-21 20:42:28.163983
554,391.41806,-110.07642,46.739346,2009-04-21 20:42:32.622176
555,389.44043,-108.069565,46.34155,2009-04-21 20:42:37.082059
556,390.16354,-106.65758,44.543056,2009-04-21 20:42:46.001182
557,389.86905,-108.597916,45.015186,2009-04-21 20:42:50.460382
558,392.59244,-112.56598,45.72153,2009-04-21 20:42:59.379464
559,415.65277,-114.60243,45.96792,2009-04-21 20:43:03.838824
560,402.2152,-111.033516,44.06597,2009-04-21 20:43:17.216664
561,392.5039,-109.11592,43.678528,2009-04-21 20:43:21.677070
562,387.1816,-107.23969,43.21955,2009-04-21 20:43:26.135787
563,388.69196,-107.74246,41.8897,2009-04-21 20:43:30.596153
564,396.78302,-111.48634,42.727295,2009-04-21 20:43:39.515275
565,388.81088,-113.4006,43.03594,2009-04-21 20:43:43.974354
566,382.69098,-115.345055,43.278168,2009-04-21 20:43:48.434358
567,384.98386,-115.67587,41.910637,2009-04-21 20:43:52.892471
568,387.38354,-108.28128,40.56325,2009-04-21 20:44:10.730676
569,388.00262,-108.747215,39.227932,2009-04-21 20:44:15.191686
570,389.64377,-110.53849,39.67695,2009-04-21 20:44:19.649759
571,386.50934,-112.34847,40.04364,2009-04-21 20:44:24.110769
572,391.69016,-114.18535,40.34586,2009-04-21 20:44:28.568882
573,387.89798,-116.0495,40.58356,2009-04-21 20:44:33.028886
574,388.3819,-112.75967,38.69974,2009-04-21 20:44:46.407168
575,391.15784,-110.98855,38.33204,2009-04-21 20:44:50.866447
576,391.7483,-109.68413,36.558186,2009-04-21 20:44:59.785570
577,383.8438,-113.15938,37.35497,2009-04-21 20:45:08.704693
578,389.5321,-114.92839,37.652103,2009-04-21 20:45:13.163369
579,389.39355,-116.722046,37.887005,2009-04-21 20:45:17.623776
580,392.0225,-115.28436,36.300186,2009-04-21 20:45:26.542858
581,389.6805,-113.54797,36.009697,2009-04-21 20:45:31.001575
582,386.53506,-111.837395,35.649605,2009-04-21 20:45:35.460975
583,387.5217,-110.56323,33.881325,2009-04-21 20:45:44.380058
584,389.04044,-112.23942,34.309162,2009-04-21 20:45:48.839257
585,389.37228,-117.6594,33.817436,2009-04-21 20:46:06.677463
586,389.32266,-115.977234,33.601597,2009-04-21 20:46:11.137386
587,387.8118,-114.29653,33.316566,2009-04-21 20:46:15.595580
588,391.19534,-112.63915,32.963024,2009-04-21 20:46:20.056469
589,391.0887,-111.0074,32.54786,2009-04-21 20:46:24.514662
590,390.52005,-111.81373,29.863214,2009-04-21 20:47:09.110155
591,388.9008,-113.7655,28.923576,2009-04-21 20:47:18.028272
592,391.71747,-114.12913,27.573965,2009-04-21 20:47:49.245967
593,387.61893,-121.42527,9.209673,2009-04-21 20:52:52.489665
594,385.72388,-53.575214,79.06169,2009-04-21 22:09:03.435783
595,390.09485,-67.607994,78.582985,2009-04-21 22:09:48.030230
596,388.59558,-80.613464,80.77232,2009-04-21 22:10:19.246999
597,407.83054,-76.85992,79.474915,2009-04-21 22:10:23.706158
598,396.4522,-79.90911,77.518486,2009-04-21 22:10:32.625281
599,389.77557,-93.16853,81.147865,2009-04-21 22:10:46.004287
600,392.676,-85.31765,76.81413,2009-04-21 22:11:12.761012
601,397.98145,-104.1165,79.151184,2009-04-21 22:11:30.598292
602,388.2295,-98.14803,76.20617,2009-04-21 22:11:52.895616
603,391.46484,-94.29015,75.1166,2009-04-21 22:11:57.355419
604,392.81818,-119.90595,76.281425,2009-04-21 22:12:24.111782
605,396.272,-108.028305,73.02278,2009-04-21 22:12:50.869633
606,390.87003,-123.793846,73.75385,2009-04-21 22:13:08.706752
607,395.7243,-119.04713,73.27249,2009-04-21 22:13:13.166474
608,383.34732,-120.89889,72.023895,2009-04-21 22:13:44.382197
609,395.62326,-114.85085,69.51251,2009-04-21 22:14:06.679562
610,397.56204,-121.67575,67.69475,2009-04-21 22:14:46.815252
611,389.08804,-130.89702,65.94741,2009-04-21 22:15:22.490698
612,396.59406,-133.82465,60.65441,2009-04-21 22:16:51.680075
613,402.2156,-128.08386,55.570095,2009-04-21 22:18:03.030885
614,394.1168,-122.686745,76.20601,2009-04-21 23:50:03.747752
615,387.5304,-122.49809,74.1581,2009-04-21 23:50:12.666794
616,387.4594,-137.87096,67.53859,2009-04-21 23:52:26.448688
617,396.53598,-139.67358,66.34096,2009-04-21 23:53:06.583252
618,397.7352,-152.05757,65.60924,2009-04-21 23:53:37.798894
619,398.5567,-142.7197,63.89893,2009-04-21 23:53:51.176774
620,397.28018,-153.93265,62.991478,2009-04-21 23:54:22.393382
621,416.9644,-154.76181,61.68336,2009-04-21 23:54:53.608863
622,403.99167,-157.7491,62.00056,2009-04-21 23:54:58.068787
623,400.5895,-158.36636,60.654003,2009-04-21 23:55:02.527946
624,406.82855,-155.53085,60.364677,2009-04-21 23:55:06.987306
625,415.94073,-152.74857,59.96593,2009-04-21 23:55:11.446063
626,393.67746,-156.25356,59.044834,2009-04-21 23:55:38.202345
627,402.22397,-154.33826,57.344166,2009-04-21 23:55:56.039464
